date,region,product_id,inventory_available,inventory_capacity,stockout_hours
2026-05-27,Region D,P022,99,104,1.89
2026-05-27,Region D,P023,93,95,0.32
2026-05-27,Region D,P024,128,134,1.74
2026-05-27,Region D,P025,122,126,0.6
2026-05-27,Region D,P026,155,158,0.23
2026-05-27,Region D,P027,79,81,0.0
2026-05-27,Region D,P028,97,101,0.08
2026-05-27,Region D,P029,80,83,0.97
2026-05-27,Region D,P030,146,151,0.86
2026-05-28,Region A,P001,123,130,1.23
2026-05-28,Region A,P002,123,125,0.08
2026-05-28,Region A,P003,143,150,1.57
2026-05-28,Region A,P004,82,87,1.41
2026-05-28,Region A,P005,136,143,0.74
2026-05-28,Region A,P006,121,127,1.31
2026-05-28,Region A,P007,110,116,0.93
2026-05-28,Region A,P008,148,153,0.22
2026-05-28,Region A,P009,79,83,1.13
2026-05-28,Region A,P010,92,95,0.06
2026-05-28,Region A,P011,125,131,1.3
2026-05-28,Region A,P012,111,113,0.28
2026-05-28,Region A,P013,92,94,0.0
2026-05-28,Region A,P014,90,92,0.16
2026-05-28,Region A,P015,80,84,1.45
2026-05-28,Region A,P016,135,142,1.86
2026-05-28,Region A,P017,150,152,1.03
2026-05-28,Region A,P018,105,108,0.68
2026-05-28,Region A,P019,142,149,1.01
2026-05-28,Region A,P020,114,120,0.69
2026-05-28,Region A,P021,104,109,0.62
2026-05-28,Region A,P022,121,127,0.89
2026-05-28,Region A,P023,114,117,0.66
2026-05-28,Region A,P024,78,82,0.9
2026-05-28,Region A,P025,132,139,0.79
2026-05-28,Region A,P026,125,129,0.07
2026-05-28,Region A,P027,131,137,1.42
2026-05-28,Region A,P028,135,138,0.0
2026-05-28,Region A,P029,126,132,0.92
2026-05-28,Region A,P030,106,110,1.69
2026-05-28,Region B,P001,139,143,1.29
2026-05-28,Region B,P002,83,86,0.42
2026-05-28,Region B,P003,122,125,0.28
2026-05-28,Region B,P004,122,128,1.23
2026-05-28,Region B,P005,100,105,1.06
2026-05-28,Region B,P006,153,159,0.05
2026-05-28,Region B,P007,116,119,0.28
2026-05-28,Region B,P008,91,95,0.55
2026-05-28,Region B,P009,99,106,1.22
2026-05-28,Region B,P010,120,125,1.7
2026-05-28,Region B,P011,148,155,1.21
2026-05-28,Region B,P012,100,103,0.42
2026-05-28,Region B,P013,119,125,0.64
2026-05-28,Region B,P014,84,89,2.21
2026-05-28,Region B,P015,106,109,1.13
2026-05-28,Region B,P016,138,146,1.72
2026-05-28,Region B,P017,126,129,0.19
2026-05-28,Region B,P018,142,150,0.57
2026-05-28,Region B,P019,121,127,1.58
2026-05-28,Region B,P020,151,159,0.66
2026-05-28,Region B,P021,142,149,1.42
2026-05-28,Region B,P022,137,140,0.0
2026-05-28,Region B,P023,105,110,0.07
2026-05-28,Region B,P024,118,120,0.53
2026-05-28,Region B,P025,112,115,0.05
2026-05-28,Region B,P026,116,120,0.0
2026-05-28,Region B,P027,81,84,0.46
2026-05-28,Region B,P028,135,140,1.77
2026-05-28,Region B,P029,153,159,0.12
2026-05-28,Region B,P030,88,90,0.09
2026-05-28,Region C,P001,145,154,1.26
2026-05-28,Region C,P002,137,145,1.07
2026-05-28,Region C,P003,86,89,0.65
2026-05-28,Region C,P004,95,97,0.32
2026-05-28,Region C,P005,81,87,0.65
2026-05-28,Region C,P006,79,81,0.16
2026-05-28,Region C,P007,100,103,0.45
2026-05-28,Region C,P008,87,90,0.95
2026-05-28,Region C,P009,115,118,1.87
2026-05-28,Region C,P010,138,145,0.03
2026-05-28,Region C,P011,89,93,0.75
2026-05-28,Region C,P012,141,150,1.23
2026-05-28,Region C,P013,141,147,0.55
2026-05-28,Region C,P014,123,125,1.2
2026-05-28,Region C,P015,147,155,1.31
2026-05-28,Region C,P016,89,94,0.83
2026-05-28,Region C,P017,125,129,0.52
2026-05-28,Region C,P018,137,145,1.1
2026-05-28,Region C,P019,87,93,2.03
2026-05-28,Region C,P020,90,92,0.0
2026-05-28,Region C,P021,118,120,0.25
2026-05-28,Region C,P022,127,136,1.18
2026-05-28,Region C,P023,76,81,1.8
2026-05-28,Region C,P024,86,92,1.23
2026-05-28,Region C,P025,129,132,0.09
2026-05-28,Region C,P026,83,85,0.45
2026-05-28,Region C,P027,101,107,0.8
2026-05-28,Region C,P028,82,84,0.0
2026-05-28,Region C,P029,120,122,0.0
2026-05-28,Region C,P030,137,141,0.79
2026-05-28,Region D,P001,83,86,0.71
2026-05-28,Region D,P002,94,98,0.55
2026-05-28,Region D,P003,80,85,1.69
2026-05-28,Region D,P004,106,110,0.46
2026-05-28,Region D,P005,87,89,0.0
2026-05-28,Region D,P006,84,90,1.21
2026-05-28,Region D,P007,141,148,0.91
2026-05-28,Region D,P008,99,106,0.56
2026-05-28,Region D,P009,104,110,1.04
2026-05-28,Region D,P010,100,105,1.8
2026-05-28,Region D,P011,81,83,0.22
2026-05-28,Region D,P012,97,101,0.26
2026-05-28,Region D,P013,105,110,0.73
2026-05-28,Region D,P014,119,126,0.61
2026-05-28,Region D,P015,135,138,0.3
2026-05-28,Region D,P016,88,92,1.79
2026-05-28,Region D,P017,78,80,0.52
2026-05-28,Region D,P018,95,97,0.13
2026-05-28,Region D,P019,133,140,1.06
2026-05-28,Region D,P020,105,107,0.89
2026-05-28,Region D,P021,132,134,0.83
2026-05-28,Region D,P022,79,81,0.58
2026-05-28,Region D,P023,81,83,1.1
2026-05-28,Region D,P024,146,153,1.35
2026-05-28,Region D,P025,93,99,1.89
2026-05-28,Region D,P026,104,108,0.77
2026-05-28,Region D,P027,111,117,0.54
2026-05-28,Region D,P028,148,156,0.96
2026-05-28,Region D,P029,82,87,0.91
2026-05-28,Region D,P030,126,130,0.89
2026-05-29,Region A,P001,119,123,0.34
2026-05-29,Region A,P002,93,99,1.02
2026-05-29,Region A,P003,156,158,0.0
2026-05-29,Region A,P004,127,133,1.94
2026-05-29,Region A,P005,118,125,1.34
2026-05-29,Region A,P006,108,111,1.04
2026-05-29,Region A,P007,149,153,0.0
2026-05-29,Region A,P008,142,150,1.86
2026-05-29,Region A,P009,99,103,1.73
2026-05-29,Region A,P010,90,94,0.55
2026-05-29,Region A,P011,143,145,0.43
2026-05-29,Region A,P012,82,84,0.0
2026-05-29,Region A,P013,115,117,0.0
2026-05-29,Region A,P014,94,96,0.62
2026-05-29,Region A,P015,126,131,1.38
2026-05-29,Region A,P016,108,115,1.67
2026-05-29,Region A,P017,142,145,1.06
2026-05-29,Region A,P018,143,145,0.64
2026-05-29,Region A,P019,107,109,0.1
2026-05-29,Region A,P020,138,144,1.22
2026-05-29,Region A,P021,139,145,0.88
2026-05-29,Region A,P022,150,155,1.45
2026-05-29,Region A,P023,97,103,1.42
2026-05-29,Region A,P024,84,88,1.15
2026-05-29,Region A,P025,145,154,0.87
2026-05-29,Region A,P026,126,131,0.0
2026-05-29,Region A,P027,106,109,0.76
2026-05-29,Region A,P028,103,107,0.35
2026-05-29,Region A,P029,115,118,0.17
2026-05-29,Region A,P030,110,117,1.08
2026-05-29,Region B,P001,88,93,1.82
2026-05-29,Region B,P002,148,153,0.1
2026-05-29,Region B,P003,139,146,0.51
2026-05-29,Region B,P004,108,110,1.09
2026-05-29,Region B,P005,114,116,0.18
2026-05-29,Region B,P006,131,135,1.86
2026-05-29,Region B,P007,147,150,0.28
2026-05-29,Region B,P008,112,115,0.29
2026-05-29,Region B,P009,96,101,0.46
2026-05-29,Region B,P010,135,137,0.2
2026-05-29,Region B,P011,147,154,1.07
2026-05-29,Region B,P012,110,117,1.33
2026-05-29,Region B,P013,83,88,1.37
2026-05-29,Region B,P014,120,123,0.45
2026-05-29,Region B,P015,121,123,0.99
2026-05-29,Region B,P016,90,94,0.57
2026-05-29,Region B,P017,125,127,0.26
2026-05-29,Region B,P018,80,85,1.51
2026-05-29,Region B,P019,115,120,0.81
2026-05-29,Region B,P020,78,80,0.85
2026-05-29,Region B,P021,145,153,0.47
2026-05-29,Region B,P022,95,100,1.73
2026-05-29,Region B,P023,104,107,0.64
2026-05-29,Region B,P024,123,127,0.27
2026-05-29,Region B,P025,138,147,0.65
2026-05-29,Region B,P026,88,91,0.0
2026-05-29,Region B,P027,94,99,1.55
2026-05-29,Region B,P028,131,138,0.89
2026-05-29,Region B,P029,138,146,1.68
2026-05-29,Region B,P030,118,123,1.25
2026-05-29,Region C,P001,109,112,0.0
2026-05-29,Region C,P002,95,97,0.0
2026-05-29,Region C,P003,113,119,1.15
2026-05-29,Region C,P004,86,89,0.5
2026-05-29,Region C,P005,109,111,0.22
2026-05-29,Region C,P006,122,125,0.45
2026-05-29,Region C,P007,121,128,1.58
2026-05-29,Region C,P008,81,86,1.33
2026-05-29,Region C,P009,84,87,0.93
2026-05-29,Region C,P010,124,131,1.04
2026-05-29,Region C,P011,129,137,1.58
2026-05-29,Region C,P012,83,87,1.28
2026-05-29,Region C,P013,135,142,2.15
2026-05-29,Region C,P014,114,118,0.11
2026-05-29,Region C,P015,139,142,1.12
2026-05-29,Region C,P016,113,116,0.22
2026-05-29,Region C,P017,109,116,1.74
2026-05-29,Region C,P018,149,154,1.52
2026-05-29,Region C,P019,143,152,1.04
2026-05-29,Region C,P020,90,95,0.97
2026-05-29,Region C,P021,124,127,0.27
2026-05-29,Region C,P022,92,97,1.34
2026-05-29,Region C,P023,94,96,0.19
2026-05-29,Region C,P024,116,123,1.92
2026-05-29,Region C,P025,149,156,0.72
2026-05-29,Region C,P026,114,121,0.8
2026-05-29,Region C,P027,89,91,0.62
2026-05-29,Region C,P028,76,80,0.0
2026-05-29,Region C,P029,78,80,0.61
2026-05-29,Region C,P030,89,92,0.49
2026-05-29,Region D,P001,157,159,0.38
2026-05-29,Region D,P002,132,138,0.87
2026-05-29,Region D,P003,131,133,0.83
2026-05-29,Region D,P004,112,118,1.21
2026-05-29,Region D,P005,91,97,0.31
2026-05-29,Region D,P006,100,106,1.47
2026-05-29,Region D,P007,96,100,0.49
2026-05-29,Region D,P008,153,157,0.66
2026-05-29,Region D,P009,107,110,0.13
2026-05-29,Region D,P010,107,111,1.43
2026-05-29,Region D,P011,90,92,0.23
2026-05-29,Region D,P012,118,126,0.93
2026-05-29,Region D,P013,108,110,1.23
2026-05-29,Region D,P014,103,108,1.84
2026-05-29,Region D,P015,132,135,0.66
2026-05-29,Region D,P016,124,132,1.16
2026-05-29,Region D,P017,109,112,0.58
2026-05-29,Region D,P018,99,104,0.43
2026-05-29,Region D,P019,112,118,1.44
2026-05-29,Region D,P020,122,130,1.19
2026-05-29,Region D,P021,140,146,0.65
2026-05-29,Region D,P022,156,158,0.0
2026-05-29,Region D,P023,116,120,0.07
2026-05-29,Region D,P024,112,120,1.72
2026-05-29,Region D,P025,125,129,1.09
2026-05-29,Region D,P026,142,144,0.64
2026-05-29,Region D,P027,130,135,1.09
2026-05-29,Region D,P028,112,119,1.67
2026-05-29,Region D,P029,85,90,1.1
2026-05-29,Region D,P030,140,142,0.36
2026-05-30,Region A,P001,146,148,0.56
2026-05-30,Region A,P002,109,111,1.0
2026-05-30,Region A,P003,145,153,1.15
2026-05-30,Region A,P004,75,80,1.75
2026-05-30,Region A,P005,108,111,1.03
2026-05-30,Region A,P006,83,86,0.36
2026-05-30,Region A,P007,105,109,0.59
2026-05-30,Region A,P008,106,109,0.23
2026-05-30,Region A,P009,103,108,1.04
2026-05-30,Region A,P010,120,122,0.57
2026-05-30,Region A,P011,103,107,0.26
2026-05-30,Region A,P012,148,154,1.29
2026-05-30,Region A,P013,141,144,0.0
2026-05-30,Region A,P014,135,141,0.48
2026-05-30,Region A,P015,148,157,0.79
2026-05-30,Region A,P016,83,87,0.11
2026-05-30,Region A,P017,124,127,0.4
2026-05-30,Region A,P018,87,92,1.52
2026-05-30,Region A,P019,138,140,0.74
2026-05-30,Region A,P020,101,106,0.52
2026-05-30,Region A,P021,150,159,1.23
2026-05-30,Region A,P022,103,105,0.47
2026-05-30,Region A,P023,139,144,0.15
2026-05-30,Region A,P024,128,133,0.88
2026-05-30,Region A,P025,142,148,0.68
2026-05-30,Region A,P026,80,82,0.35
2026-05-30,Region A,P027,137,141,0.94
2026-05-30,Region A,P028,89,91,0.82
2026-05-30,Region A,P029,120,125,0.42
2026-05-30,Region A,P030,153,156,0.37
2026-05-30,Region B,P001,78,80,0.73
2026-05-30,Region B,P002,137,145,1.44
2026-05-30,Region B,P003,97,100,0.27
2026-05-30,Region B,P004,155,158,0.36
2026-05-30,Region B,P005,97,102,0.81
2026-05-30,Region B,P006,85,91,1.86
2026-05-30,Region B,P007,129,135,0.8
2026-05-30,Region B,P008,148,152,0.69
2026-05-30,Region B,P009,76,80,0.87
2026-05-30,Region B,P010,104,108,0.43
2026-05-30,Region B,P011,88,94,0.76
2026-05-30,Region B,P012,134,137,0.0
2026-05-30,Region B,P013,139,145,0.04
2026-05-30,Region B,P014,103,109,1.67
2026-05-30,Region B,P015,87,92,0.61
2026-05-30,Region B,P016,127,134,1.14
2026-05-30,Region B,P017,84,86,1.24
2026-05-30,Region B,P018,115,120,0.87
2026-05-30,Region B,P019,139,143,0.0
2026-05-30,Region B,P020,94,100,0.92
2026-05-30,Region B,P021,84,89,1.34
2026-05-30,Region B,P022,83,87,1.15
2026-05-30,Region B,P023,146,151,0.86
2026-05-30,Region B,P024,98,104,1.18
2026-05-30,Region B,P025,128,135,1.61
2026-05-30,Region B,P026,102,107,1.39
2026-05-30,Region B,P027,128,134,0.78
2026-05-30,Region B,P028,112,118,0.0
2026-05-30,Region B,P029,127,129,0.55
2026-05-30,Region B,P030,118,120,0.42
2026-05-30,Region C,P001,105,112,1.34
2026-05-30,Region C,P002,114,120,0.32
2026-05-30,Region C,P003,141,150,1.91
2026-05-30,Region C,P004,83,86,0.53
2026-05-30,Region C,P005,118,121,0.0
2026-05-30,Region C,P006,150,156,0.47
2026-05-30,Region C,P007,104,111,0.84
2026-05-30,Region C,P008,79,80,0.02
2026-05-30,Region C,P009,114,117,1.65
2026-05-30,Region C,P010,117,122,0.85
2026-05-30,Region C,P011,101,105,0.81
2026-05-30,Region C,P012,96,99,0.0
2026-05-30,Region C,P013,110,113,0.86
2026-05-30,Region C,P014,135,139,1.01
2026-05-30,Region C,P015,83,86,0.55
2026-05-30,Region C,P016,102,104,0.2
2026-05-30,Region C,P017,139,141,0.25
2026-05-30,Region C,P018,149,156,0.39
2026-05-30,Region C,P019,152,156,0.31
2026-05-30,Region C,P020,124,126,0.15
2026-05-30,Region C,P021,136,143,0.9
2026-05-30,Region C,P022,88,94,1.27
2026-05-30,Region C,P023,97,104,2.32
2026-05-30,Region C,P024,149,159,1.79
2026-05-30,Region C,P025,103,106,1.35
2026-05-30,Region C,P026,144,146,0.38
2026-05-30,Region C,P027,108,113,0.53
2026-05-30,Region C,P028,115,123,2.01
2026-05-30,Region C,P029,145,151,0.31
2026-05-30,Region C,P030,79,81,0.0
2026-05-30,Region D,P001,133,139,0.7
2026-05-30,Region D,P002,116,119,0.0
2026-05-30,Region D,P003,104,110,2.57
2026-05-30,Region D,P004,155,158,0.21
2026-05-30,Region D,P005,111,114,0.84
2026-05-30,Region D,P006,105,110,0.44
2026-05-30,Region D,P007,83,86,0.85
2026-05-30,Region D,P008,138,140,0.07
2026-05-30,Region D,P009,91,95,1.4
2026-05-30,Region D,P010,137,141,1.49
2026-05-30,Region D,P011,77,80,1.14
2026-05-30,Region D,P012,80,82,0.2
2026-05-30,Region D,P013,140,145,0.84
2026-05-30,Region D,P014,124,132,0.98
2026-05-30,Region D,P015,99,101,0.77
2026-05-30,Region D,P016,99,101,0.51
2026-05-30,Region D,P017,103,108,0.0
2026-05-30,Region D,P018,89,91,0.13
2026-05-30,Region D,P019,118,123,0.0
2026-05-30,Region D,P020,109,113,0.94
2026-05-30,Region D,P021,77,80,1.31
2026-05-30,Region D,P022,87,89,0.7
2026-05-30,Region D,P023,81,83,0.82
2026-05-30,Region D,P024,89,94,1.33
2026-05-30,Region D,P025,130,136,0.79
2026-05-30,Region D,P026,124,130,0.71
2026-05-30,Region D,P027,96,100,0.98
2026-05-30,Region D,P028,114,120,1.0
2026-05-30,Region D,P029,96,98,1.32
2026-05-30,Region D,P030,99,102,0.52
2026-05-31,Region A,P001,132,138,0.89
2026-05-31,Region A,P002,90,92,0.97
2026-05-31,Region A,P003,80,84,0.0
2026-05-31,Region A,P004,130,135,0.69
2026-05-31,Region A,P005,87,90,0.69
2026-05-31,Region A,P006,151,159,1.33
2026-05-31,Region A,P007,94,98,1.01
2026-05-31,Region A,P008,139,148,0.27
2026-05-31,Region A,P009,116,121,1.21
2026-05-31,Region A,P010,84,89,0.5
2026-05-31,Region A,P011,136,138,0.96
2026-05-31,Region A,P012,77,82,2.03
2026-05-31,Region A,P013,90,95,1.27
2026-05-31,Region A,P014,131,138,0.0
2026-05-31,Region A,P015,86,89,0.45
2026-05-31,Region A,P016,120,125,0.46
2026-05-31,Region A,P017,96,100,0.39
2026-05-31,Region A,P018,145,147,0.46
2026-05-31,Region A,P019,152,158,0.57
2026-05-31,Region A,P020,124,130,1.47
2026-05-31,Region A,P021,109,114,1.65
2026-05-31,Region A,P022,117,119,2.02
2026-05-31,Region A,P023,100,102,0.0
2026-05-31,Region A,P024,82,85,1.6
2026-05-31,Region A,P025,138,146,2.31
2026-05-31,Region A,P026,146,154,1.5
2026-05-31,Region A,P027,120,126,1.03
2026-05-31,Region A,P028,149,153,1.06
2026-05-31,Region A,P029,136,140,1.08
2026-05-31,Region A,P030,102,104,0.0
2026-05-31,Region B,P001,83,86,0.0
2026-05-31,Region B,P002,143,148,1.26
2026-05-31,Region B,P003,100,105,0.27
2026-05-31,Region B,P004,153,156,0.0
2026-05-31,Region B,P005,109,114,1.46
2026-05-31,Region B,P006,135,138,0.72
2026-05-31,Region B,P007,136,144,0.63
2026-05-31,Region B,P008,111,117,1.21
2026-05-31,Region B,P009,138,142,1.1
2026-05-31,Region B,P010,134,136,0.0
2026-05-31,Region B,P011,129,136,1.24
2026-05-31,Region B,P012,141,143,0.37
2026-05-31,Region B,P013,92,94,0.16
2026-05-31,Region B,P014,98,102,1.8
2026-05-31,Region B,P015,138,145,1.46
2026-05-31,Region B,P016,145,149,1.37
2026-05-31,Region B,P017,146,152,0.0
2026-05-31,Region B,P018,105,111,2.41
2026-05-31,Region B,P019,136,143,0.7
2026-05-31,Region B,P020,80,84,0.54
2026-05-31,Region B,P021,112,119,2.19
2026-05-31,Region B,P022,132,140,0.97
2026-05-31,Region B,P023,114,116,0.97
2026-05-31,Region B,P024,88,93,2.12
2026-05-31,Region B,P025,142,149,0.79
2026-05-31,Region B,P026,141,149,0.42
2026-05-31,Region B,P027,121,123,0.39
2026-05-31,Region B,P028,148,151,1.14
2026-05-31,Region B,P029,144,148,0.73
2026-05-31,Region B,P030,140,143,0.0
2026-05-31,Region C,P001,133,139,1.32
2026-05-31,Region C,P002,105,110,1.1
2026-05-31,Region C,P003,146,153,1.42
2026-05-31,Region C,P004,116,120,1.01
2026-05-31,Region C,P005,112,119,1.62
2026-05-31,Region C,P006,102,107,0.38
2026-05-31,Region C,P007,108,113,1.19
2026-05-31,Region C,P008,129,132,0.32
2026-05-31,Region C,P009,136,145,0.71
2026-05-31,Region C,P010,132,135,0.0
2026-05-31,Region C,P011,102,108,2.1
2026-05-31,Region C,P012,86,89,0.74
2026-05-31,Region C,P013,144,150,0.75
2026-05-31,Region C,P014,87,90,0.8
2026-05-31,Region C,P015,93,98,1.02
2026-05-31,Region C,P016,114,118,0.49
2026-05-31,Region C,P017,94,96,1.21
2026-05-31,Region C,P018,152,155,0.81
2026-05-31,Region C,P019,149,155,0.54
2026-05-31,Region C,P020,116,122,1.45
2026-05-31,Region C,P021,119,121,0.15
2026-05-31,Region C,P022,115,117,0.74
2026-05-31,Region C,P023,104,109,1.14
2026-05-31,Region C,P024,80,85,1.28
2026-05-31,Region C,P025,148,151,0.4
2026-05-31,Region C,P026,133,139,0.5
2026-05-31,Region C,P027,109,114,1.16
2026-05-31,Region C,P028,153,159,0.41
2026-05-31,Region C,P029,148,151,0.32
2026-05-31,Region C,P030,91,95,1.27
2026-05-31,Region D,P001,123,129,1.06
2026-05-31,Region D,P002,130,134,1.56
2026-05-31,Region D,P003,105,111,1.88
2026-05-31,Region D,P004,133,141,1.03
2026-05-31,Region D,P005,100,102,0.0
2026-05-31,Region D,P006,133,137,0.47
2026-05-31,Region D,P007,133,135,0.56
2026-05-31,Region D,P008,145,147,0.0
2026-05-31,Region D,P009,82,86,0.91
2026-05-31,Region D,P010,125,132,1.64
2026-05-31,Region D,P011,109,112,0.55
2026-05-31,Region D,P012,100,105,1.0
2026-05-31,Region D,P013,139,148,0.89
2026-05-31,Region D,P014,113,117,1.28
2026-05-31,Region D,P015,106,108,0.51
2026-05-31,Region D,P016,90,95,0.88
2026-05-31,Region D,P017,90,93,0.34
2026-05-31,Region D,P018,129,134,1.38
2026-05-31,Region D,P019,101,108,0.13
2026-05-31,Region D,P020,133,139,0.3
2026-05-31,Region D,P021,127,133,0.79
2026-05-31,Region D,P022,85,90,1.39
2026-05-31,Region D,P023,114,122,1.63
2026-05-31,Region D,P024,102,107,0.71
2026-05-31,Region D,P025,113,117,1.88
2026-05-31,Region D,P026,140,144,0.68
2026-05-31,Region D,P027,100,105,1.35
2026-05-31,Region D,P028,133,141,2.03
2026-05-31,Region D,P029,137,145,1.07
2026-05-31,Region D,P030,149,158,1.64
2026-06-01,Region A,P001,131,138,2.15
2026-06-01,Region A,P002,96,102,1.69
2026-06-01,Region A,P003,116,121,0.99
2026-06-01,Region A,P004,96,102,1.71
2026-06-01,Region A,P005,121,123,0.69
2026-06-01,Region A,P006,149,151,0.39
2026-06-01,Region A,P007,86,89,0.19
2026-06-01,Region A,P008,137,143,1.36
2026-06-01,Region A,P009,114,119,0.95
2026-06-01,Region A,P010,110,117,1.41
2026-06-01,Region A,P011,131,139,0.85
2026-06-01,Region A,P012,119,126,1.13
2026-06-01,Region A,P013,131,136,1.33
2026-06-01,Region A,P014,133,140,1.17
2026-06-01,Region A,P015,117,125,1.39
2026-06-01,Region A,P016,152,157,0.32
2026-06-01,Region A,P017,109,114,0.74
2026-06-01,Region A,P018,130,133,0.2
2026-06-01,Region A,P019,96,98,0.26
2026-06-01,Region A,P020,81,86,1.03
2026-06-01,Region A,P021,80,82,0.25
2026-06-01,Region A,P022,134,142,1.15
2026-06-01,Region A,P023,150,159,1.54
2026-06-01,Region A,P024,125,128,0.21
2026-06-01,Region A,P025,88,93,0.55
2026-06-01,Region A,P026,152,156,0.54
2026-06-01,Region A,P027,137,143,0.56
2026-06-01,Region A,P028,89,94,2.26
2026-06-01,Region A,P029,155,159,0.84
2026-06-01,Region A,P030,106,112,1.23
2026-06-01,Region B,P001,146,148,0.47
2026-06-01,Region B,P002,111,117,1.66
2026-06-01,Region B,P003,153,158,0.51
2026-06-01,Region B,P004,135,143,0.94
2026-06-01,Region B,P005,118,121,0.0
2026-06-01,Region B,P006,136,139,0.1
2026-06-01,Region B,P007,142,148,1.14
2026-06-01,Region B,P008,130,135,0.43
2026-06-01,Region B,P009,85,88,1.41
2026-06-01,Region B,P010,127,129,0.0
2026-06-01,Region B,P011,102,104,0.0
2026-06-01,Region B,P012,150,157,1.44
2026-06-01,Region B,P013,113,119,0.6
2026-06-01,Region B,P014,145,148,0.06
2026-06-01,Region B,P015,118,124,1.26
2026-06-01,Region B,P016,119,126,1.48
2026-06-01,Region B,P017,149,155,0.93
2026-06-01,Region B,P018,150,152,0.82
2026-06-01,Region B,P019,119,124,0.66
2026-06-01,Region B,P020,90,91,0.06
2026-06-01,Region B,P021,95,99,1.3
2026-06-01,Region B,P022,152,155,0.86
2026-06-01,Region B,P023,89,92,0.63
2026-06-01,Region B,P024,114,117,0.73
2026-06-01,Region B,P025,79,84,1.03
2026-06-01,Region B,P026,132,134,0.02
2026-06-01,Region B,P027,155,159,0.59
2026-06-01,Region B,P028,81,85,1.97
2026-06-01,Region B,P029,101,105,1.53
2026-06-01,Region B,P030,120,122,0.49
2026-06-01,Region C,P001,115,121,1.55
2026-06-01,Region C,P002,103,108,0.9
2026-06-01,Region C,P003,151,159,1.55
2026-06-01,Region C,P004,101,104,0.52
2026-06-01,Region C,P005,80,82,0.31
2026-06-01,Region C,P006,115,118,0.31
2026-06-01,Region C,P007,146,154,0.73
2026-06-01,Region C,P008,143,146,0.5
2026-06-01,Region C,P009,76,81,1.13
2026-06-01,Region C,P010,79,82,0.26
2026-06-01,Region C,P011,115,123,0.26
2026-06-01,Region C,P012,92,98,0.69
2026-06-01,Region C,P013,81,86,1.17
2026-06-01,Region C,P014,84,87,0.81
2026-06-01,Region C,P015,92,94,0.0
2026-06-01,Region C,P016,92,95,0.12
2026-06-01,Region C,P017,156,159,0.83
2026-06-01,Region C,P018,96,98,0.08
2026-06-01,Region C,P019,116,118,0.0
2026-06-01,Region C,P020,102,108,1.82
2026-06-01,Region C,P021,115,117,1.26
2026-06-01,Region C,P022,111,114,0.82
2026-06-01,Region C,P023,82,84,0.48
2026-06-01,Region C,P024,117,125,1.82
2026-06-01,Region C,P025,95,101,1.25
2026-06-01,Region C,P026,100,106,1.42
2026-06-01,Region C,P027,81,83,0.03
2026-06-01,Region C,P028,93,99,0.12
2026-06-01,Region C,P029,136,144,0.53
2026-06-01,Region C,P030,127,130,0.47
2026-06-01,Region D,P001,140,144,0.24
2026-06-01,Region D,P002,149,155,0.71
2026-06-01,Region D,P003,123,128,1.53
2026-06-01,Region D,P004,89,94,0.69
2026-06-01,Region D,P005,99,103,1.16
2026-06-01,Region D,P006,100,102,0.98
2026-06-01,Region D,P007,89,95,1.53
2026-06-01,Region D,P008,141,143,0.95
2026-06-01,Region D,P009,123,129,1.42
2026-06-01,Region D,P010,124,130,1.49
2026-06-01,Region D,P011,139,143,1.27
2026-06-01,Region D,P012,94,99,1.42
2026-06-01,Region D,P013,82,87,1.6
2026-06-01,Region D,P014,155,158,0.01
2026-06-01,Region D,P015,101,107,0.86
2026-06-01,Region D,P016,99,105,1.04
2026-06-01,Region D,P017,106,112,0.86
2026-06-01,Region D,P018,85,87,0.64
2026-06-01,Region D,P019,132,135,0.01
2026-06-01,Region D,P020,128,135,1.14
2026-06-01,Region D,P021,82,84,1.04
2026-06-01,Region D,P022,76,81,1.79
2026-06-01,Region D,P023,141,146,1.0
2026-06-01,Region D,P024,94,100,0.84
2026-06-01,Region D,P025,138,146,0.63
2026-06-01,Region D,P026,95,100,2.06
2026-06-01,Region D,P027,122,125,0.0
2026-06-01,Region D,P028,139,144,1.46
2026-06-01,Region D,P029,93,95,1.19
2026-06-01,Region D,P030,86,92,1.13
2026-06-02,Region A,P001,107,111,0.22
2026-06-02,Region A,P002,94,96,0.04
2026-06-02,Region A,P003,117,119,0.09
2026-06-02,Region A,P004,88,90,0.43
2026-06-02,Region A,P005,127,135,0.65
2026-06-02,Region A,P006,130,138,2.09
2026-06-02,Region A,P007,106,110,1.32
2026-06-02,Region A,P008,123,129,0.53
2026-06-02,Region A,P009,127,131,0.8
2026-06-02,Region A,P010,78,80,0.0
2026-06-02,Region A,P011,136,144,1.11
2026-06-02,Region A,P012,128,133,0.55
2026-06-02,Region A,P013,81,85,0.44
2026-06-02,Region A,P014,94,97,0.82
2026-06-02,Region A,P015,118,120,0.16
2026-06-02,Region A,P016,87,89,0.37
2026-06-02,Region A,P017,108,113,0.36
2026-06-02,Region A,P018,146,154,2.07
2026-06-02,Region A,P019,108,115,1.43
2026-06-02,Region A,P020,107,110,0.0
2026-06-02,Region A,P021,105,112,1.82
2026-06-02,Region A,P022,84,88,0.7
2026-06-02,Region A,P023,149,151,0.27
2026-06-02,Region A,P024,116,122,1.01
2026-06-02,Region A,P025,136,143,1.25
2026-06-02,Region A,P026,80,84,1.5
